190.5	0.200025	0
180.975	1.28016	0
171.45	2.299335	0
152.4	4.166235	0
133.35	5.815965	0
114.3	7.244715	0
95.25	8.40486	0
76.2	9.214485	0
57.15	9.52881	0
47.625	9.43356	0
38.1	9.10971	0
28.575	8.486775	0
19.05	7.43331	0
14.2875	6.6675	0
9.525	5.64261	0
4.7625	4.14909	0
2.38125	3.00609	0
0	0	0
2.38125	-3.00609	0
4.7625	-4.14909	0
9.525	-5.64261	0
14.2875	-6.6675	0
19.05	-7.43331	0
28.575	-8.486775	0
38.1	-9.10971	0
47.625	-9.43356	0
57.15	-9.52881	0
76.2	-9.214485	0
95.25	-8.40486	0
114.3	-7.244715	0
133.35	-5.815965	0
152.4	-4.166235	0
171.45	-2.299335	0
180.975	-1.28016	0
190.5	-0.200025	0
