190.505715	0.24003	0
189.98565	0.32385	0
188.43117	0.57531	0
185.857515	0.98679	0
182.295165	1.54686	0
177.78222	2.24028	0
172.36821	3.05181	0
166.110285	3.960495	0
159.07893	4.947285	0
151.350345	5.991225	0
143.00835	7.07136	0
134.144385	8.162925	0
124.855605	9.24687	0
115.24488	10.296525	0
105.413175	11.28522	0
95.472885	12.186285	0
85.528785	12.974955	0
75.691365	13.62075	0
66.067305	14.10081	0
56.76138	14.39037	0
47.874555	14.472285	0
39.50589	14.33322	0
31.63062	13.9446	0
24.25446	13.173075	0
17.58315	11.934825	0
11.816715	10.25271	0
7.10565	8.23722	0
3.552825	6.05028	0
1.19634	3.86715	0
0.028575	1.82118	0
0	0	0
1.015365	-1.50876	0
2.966085	-2.668905	0
5.770245	-3.56235	0
9.363075	-4.28244	0
13.706475	-4.92633	0
18.79854	-5.56641	0
24.67737	-6.25221	0
31.400115	-6.9723	0
39.020115	-7.65048	0
47.375445	-8.159115	0
56.256555	-8.46963	0
65.56629	-8.59155	0
75.20178	-8.53821	0
85.05825	-8.326755	0
95.027115	-7.97814	0
104.997885	-7.515225	0
114.86388	-6.962775	0
124.5108	-6.337935	0
133.839585	-5.667375	0
142.74165	-4.966335	0
151.12365	-4.257675	0
158.890335	-3.55473	0
165.95979	-2.88036	0
172.2501	-2.2479	0
177.696495	-1.6764	0
182.234205	-1.183005	0
185.819415	-0.78105	0
188.406405	-0.48387	0
189.97041	-0.30099	0
190.494285	-0.24003	0
