368.311049	0.464058	0
367.30559	0.62611	0
364.300262	1.112266	0
359.324529	1.907794	0
352.437319	2.990596	0
343.712292	4.331208	0
333.245206	5.900166	0
321.146551	7.656957	0
307.552598	9.564751	0
292.610667	11.583035	0
276.48281	13.671296	0
259.345811	15.781655	0
241.387503	17.877282	0
222.806768	19.906615	0
203.798805	21.818092	0
184.580911	23.560151	0
165.355651	25.084913	0
146.336639	26.33345	0
127.730123	27.261566	0
109.738668	27.821382	0
92.557473	27.979751	0
76.378054	27.710892	0
61.152532	26.95956	0
46.891956	25.467945	0
33.99409	23.073995	0
22.845649	19.821906	0
13.73759	15.925292	0
6.868795	11.697208	0
2.312924	7.47649	0
0.055245	3.520948	0
0	0	0
1.963039	-2.916936	0
5.734431	-5.159883	0
11.155807	-6.88721	0
18.101945	-8.279384	0
26.499185	-9.524238	0
36.343844	-10.761726	0
47.709582	-12.087606	0
60.706889	-13.47978	0
75.438889	-14.790928	0
91.592527	-15.774289	0
108.762673	-16.374618	0
126.761494	-16.61033	0
145.390108	-16.507206	0
164.44595	-16.098393	0
183.719089	-15.424404	0
202.995911	-14.529435	0
222.070168	-13.461365	0
240.72088	-12.253341	0
258.756531	-10.956925	0
275.96719	-9.601581	0
292.17239	-8.231505	0
307.187981	-6.872478	0
320.855594	-5.568696	0
333.01686	-4.34594	0
343.546557	-3.24104	0
352.319463	-2.287143	0
359.250869	-1.51003	0
364.252383	-0.935482	0
367.276126	-0.581914	0
368.288951	-0.464058	0
