3.89	0	0
3.8773964	-0.0001167	0
3.8397801	-0.0001945	0
3.7773456	0.0007002	0
3.6908709	0.0038122	0
3.5820676	0.0104252	0
3.453542	0.0210449	0
3.3079004	0.0355157	0
3.1475157	0.0534486	0
2.9749553	0.0743379	0
2.7929033	0.097639	0
2.6040827	0.1224572	0
2.4112165	0.1477811	0
2.2171444	0.1719769	0
2.0234224	0.1932163	0
1.831412	0.2103712	0
1.6423191	0.2226247	0
1.4573496	0.2295878	0
1.2773982	0.2309493	0
1.1033207	0.2272927	0
0.9368287	0.2195127	0
0.7796338	0.2080372	0
0.6334865	0.1932552	0
0.499865	0.1755168	0
0.3800919	0.1551721	0
0.2753342	0.1326101	0
0.1865644	0.1082976	0
0.1144827	0.0827403	0
0.0594781	0.0566384	0
0.021784	0.0311978	0
0.0018672	0.0084024	0
0.0036955	-0.0106975	0
0.0279302	-0.0282803	0
0.0720428	-0.0450462	0
0.1358388	-0.0599838	0
0.2188125	-0.0725874	0
0.3205749	-0.0827403	0
0.4402702	-0.0905203	0
0.5768092	-0.0960052	0
0.7287915	-0.0993506	0
0.8947389	-0.100751	0
1.0728231	-0.1004398	0
1.2610991	-0.0986504	0
1.4574663	-0.0955773	0
1.6597074	-0.0914539	0
1.8654884	-0.0865525	0
2.0723975	-0.0809509	0
2.2781007	-0.0748436	0
2.4801862	-0.0683473	0
2.67632	-0.0616565	0
2.8642459	-0.0548101	0
3.0417855	-0.0479637	0
3.2068382	-0.0411562	0
3.3574979	-0.0345432	0
3.4920141	-0.0281247	0
3.6087141	-0.0219396	0
3.7062364	-0.0158323	0
3.7838808	-0.0096861	0
3.8414528	-0.0042401	0
3.8775909	-0.0009725	0
3.89	0	0
