0.0001	0.0014	0
0.00036	0.00286	0
0.00076	0.00436	0
0.0019	0.00746	0
0.00348	0.01066	0
0.00662	0.01562	0
0.02342	0.0328	0
0.04962	0.05038	0
0.08484	0.0676	0
0.12882	0.08394	0
0.18118	0.09898	0
0.2415	0.11244	0
0.30926	0.12408	0
0.38382	0.13372	0
0.46488	0.14124	0
0.55046	0.14652	0
0.64088	0.1495	0
0.7348	0.15008	0
0.83128	0.14822	0
0.92938	0.14388	0
1.028	0.13702	0
1.12626	0.12728	0
1.22372	0.11456	0
1.32016	0.09888	0
1.41594	0.08118	0
1.5104	0.0637	0
1.60128	0.04798	0
1.6865	0.03452	0
1.7642	0.02356	0
1.8328	0.01506	0
1.8909	0.00876	0
1.93742	0.00434	0
1.97168	0.00156	0
1.99282	0.00028	0
2	0	0
1.99282	-0.00028	0
1.97168	-0.00156	0
1.93742	-0.00434	0
1.8909	-0.00876	0
1.8328	-0.01504	0
1.7642	-0.02356	0
1.6865	-0.03452	0
1.60128	-0.04798	0
1.5104	-0.0637	0
1.41594	-0.08118	0
1.32016	-0.09888	0
1.22372	-0.11456	0
1.12626	-0.12728	0
1.028	-0.13702	0
0.92938	-0.14388	0
0.83128	-0.14822	0
0.7348	-0.15008	0
0.64088	-0.1495	0
0.55046	-0.14652	0
0.46448	-0.14124	0
0.38382	-0.13372	0
0.30926	-0.12408	0
0.2415	-0.11244	0
0.18118	-0.09898	0
0.12882	-0.08394	0
0.08484	-0.0676	0
0.04962	-0.05038	0
0.02342	-0.0328	0
0.00662	-0.01562	0
0.00348	-0.01066	0
0.0019	-0.00746	0
0.00076	-0.00436	0
0.00036	-0.00286	0
0.0001	-0.0014	0
0	0	0
