0.00025	0.0035	0
0.0009	0.00715	0
0.0019	0.0109	0
0.00475	0.01865	0
0.0087	0.02665	0
0.01655	0.03905	0
0.05855	0.082	0
0.12405	0.12595	0
0.2121	0.169	0
0.32205	0.20985	0
0.45295	0.24745	0
0.60375	0.2811	0
0.77315	0.3102	0
0.95955	0.3343	0
1.1622	0.3531	0
1.37615	0.3663	0
1.6022	0.37375	0
1.837	0.3752	0
2.0782	0.37055	0
2.32345	0.3597	0
2.57	0.34255	0
2.81565	0.3182	0
3.0593	0.2864	0
3.3004	0.2472	0
3.53985	0.20295	0
3.776	0.15925	0
4.0032	0.11995	0
4.21625	0.0863	0
4.4105	0.0589	0
4.582	0.03765	0
4.72725	0.0219	0
4.84355	0.01085	0
4.9292	0.0039	0
4.98205	0.0007	0
5	0	0
4.98205	-0.0007	0
4.9292	-0.0039	0
4.84355	-0.01085	0
4.72725	-0.0219	0
4.582	-0.0376	0
4.4105	-0.0589	0
4.21625	-0.0863	0
4.0032	-0.11995	0
3.776	-0.15925	0
3.53985	-0.20295	0
3.3004	-0.2472	0
3.0593	-0.2864	0
2.81565	-0.3182	0
2.57	-0.34255	0
2.32345	-0.3597	0
2.0782	-0.37055	0
1.837	-0.3752	0
1.6022	-0.37375	0
1.37615	-0.3663	0
1.1612	-0.3531	0
0.95955	-0.3343	0
0.77315	-0.3102	0
0.60375	-0.2811	0
0.45295	-0.24745	0
0.32205	-0.20985	0
0.2121	-0.169	0
0.12405	-0.12595	0
0.05855	-0.082	0
0.01655	-0.03905	0
0.0087	-0.02665	0
0.00475	-0.01865	0
0.0019	-0.0109	0
0.0009	-0.00715	0
0.00025	-0.0035	0
0	0	0
